text,sentiment,target
terrible quality #9786,negative,0
worst experience ever #265,negative,0
so frustrated right now #2023,negative,0
will follow up later #2939,neutral,1
this is awful #232,negative,0
as expected #897,neutral,1
fantastic support team #6759,positive,2
this is awful #7829,negative,0
great experience #8099,positive,2
hate this update #5222,negative,0
ok thanks #8139,neutral,1
waste of time #2053,negative,0
great experience #7565,positive,2
best day ever #8468,positive,2
link attached for reference #6289,neutral,1
fantastic support team #5523,positive,2
standard procedure #9500,neutral,1
standard procedure #3532,neutral,1
ok thanks #5897,neutral,1
excellent quality #8624,positive,2
ok thanks #1763,neutral,1
great experience #6492,positive,2
highly recommend #3739,positive,2
as expected #8069,neutral,1
noted for the record #8819,neutral,1
hate this update #2345,negative,0
will follow up later #562,neutral,1
great experience #9965,positive,2
highly recommend #2781,positive,2
see you tomorrow #5678,neutral,1
will follow up later #7127,neutral,1
will follow up later #344,neutral,1
totally disappointed with this #9758,negative,0
so frustrated right now #8131,negative,0
this is awful #3663,negative,0
best day ever #7619,positive,2
fantastic support team #8281,positive,2
hate this update #7646,negative,0
highly recommend #7562,positive,2
excellent quality #6719,positive,2
hate this update #4118,negative,0
ok thanks #7477,neutral,1
this is awful #8373,negative,0
fantastic support team #4956,positive,2
will follow up later #3933,neutral,1
great experience #408,positive,2
this is awful #4434,negative,0
as expected #7294,neutral,1
link attached for reference #671,neutral,1
best day ever #8584,positive,2
terrible quality #8379,negative,0
totally disappointed with this #3915,negative,0
best day ever #9961,positive,2
terrible quality #7416,negative,0
best day ever #5303,positive,2
as expected #2479,neutral,1
noted for the record #4143,neutral,1
terrible quality #7625,negative,0
terrible quality #4013,negative,0
best day ever #5892,positive,2
standard procedure #7391,neutral,1
ok thanks #7540,neutral,1
this is awful #3017,negative,0
terrible quality #7553,negative,0
hate this update #360,negative,0
ok thanks #9486,neutral,1
highly recommend #5482,positive,2
so happy with this #5592,positive,2
see you tomorrow #7398,neutral,1
loving this so much #7930,positive,2
this made my day #430,positive,2
link attached for reference #9295,neutral,1
best day ever #1867,positive,2
as expected #5031,neutral,1
this made my day #473,positive,2
this made my day #6779,positive,2
noted for the record #5200,neutral,1
standard procedure #1544,neutral,1
as expected #9249,neutral,1
as expected #2387,neutral,1
loving this so much #1643,positive,2
the meeting is at 3pm #7647,neutral,1
totally disappointed with this #3147,negative,0
so frustrated right now #3914,negative,0
standard procedure #1751,neutral,1
great experience #7111,positive,2
so happy with this #304,positive,2
ok thanks #4644,neutral,1
this made my day #1543,positive,2
loving this so much #8536,positive,2
would not recommend #2282,negative,0
waste of time #4313,negative,0
loving this so much #1388,positive,2
loving this so much #6790,positive,2
waste of time #1814,negative,0
best day ever #9242,positive,2
noted for the record #6019,neutral,1
this made my day #7984,positive,2
this is awful #8267,negative,0
terrible quality #6599,negative,0
standard procedure #8125,neutral,1
would not recommend #8969,negative,0
standard procedure #3650,neutral,1
so happy with this #6633,positive,2
terrible quality #7980,negative,0
this is awful #402,negative,0
totally disappointed with this #1183,negative,0
loving this so much #793,positive,2
excellent quality #7830,positive,2
this is awful #1536,negative,0
standard procedure #2224,neutral,1
standard procedure #6392,neutral,1
great experience #8155,positive,2
this made my day #4230,positive,2
totally disappointed with this #4247,negative,0
the meeting is at 3pm #8426,neutral,1
best day ever #1699,positive,2
ok thanks #3076,neutral,1
best day ever #1650,positive,2
noted for the record #6429,neutral,1
ok thanks #1888,neutral,1
so frustrated right now #6227,negative,0
excellent quality #7099,positive,2
so happy with this #5107,positive,2
great experience #1866,positive,2
see you tomorrow #3488,neutral,1
so frustrated right now #4618,negative,0
will follow up later #1603,neutral,1
standard procedure #2325,neutral,1
great experience #2479,positive,2
so frustrated right now #8253,negative,0
highly recommend #588,positive,2
highly recommend #8750,positive,2
the meeting is at 3pm #3788,neutral,1
highly recommend #9496,positive,2
fantastic support team #5715,positive,2
ok thanks #2728,neutral,1
will follow up later #2263,neutral,1
ok thanks #2306,neutral,1
this made my day #608,positive,2
fantastic support team #1425,positive,2
this made my day #7235,positive,2
see you tomorrow #7829,neutral,1
standard procedure #2239,neutral,1
worst experience ever #4862,negative,0
ok thanks #5055,neutral,1
great experience #2881,positive,2
excellent quality #8982,positive,2
as expected #6507,neutral,1
loving this so much #4842,positive,2
this is awful #7686,negative,0
will follow up later #7517,neutral,1
noted for the record #1946,neutral,1
noted for the record #4103,neutral,1
worst experience ever #92,negative,0
ok thanks #2005,neutral,1
highly recommend #8496,positive,2
worst experience ever #9920,negative,0
see you tomorrow #5934,neutral,1
hate this update #1688,negative,0
loving this so much #2635,positive,2
waste of time #8227,negative,0
worst experience ever #3653,negative,0
waste of time #5640,negative,0
hate this update #2302,negative,0
loving this so much #7175,positive,2
hate this update #5699,negative,0
highly recommend #8,positive,2
terrible quality #6876,negative,0
excellent quality #2551,positive,2
this is awful #5408,negative,0
totally disappointed with this #4487,negative,0
fantastic support team #2216,positive,2
worst experience ever #509,negative,0
so frustrated right now #7514,negative,0
ok thanks #338,neutral,1
as expected #8366,neutral,1
standard procedure #1691,neutral,1
hate this update #4366,negative,0
loving this so much #3743,positive,2
waste of time #1493,negative,0
this is awful #4734,negative,0
link attached for reference #321,neutral,1
excellent quality #1930,positive,2
this is awful #7907,negative,0
standard procedure #5040,neutral,1
this made my day #7302,positive,2
will follow up later #9810,neutral,1
waste of time #1731,negative,0
fantastic support team #1535,positive,2
see you tomorrow #1985,neutral,1
link attached for reference #4567,neutral,1
hate this update #8460,negative,0
highly recommend #9515,positive,2
highly recommend #3049,positive,2
will follow up later #7987,neutral,1
would not recommend #1318,negative,0
excellent quality #194,positive,2
this is awful #8300,negative,0
noted for the record #8121,neutral,1
totally disappointed with this #2408,negative,0
as expected #3552,neutral,1
so frustrated right now #3845,negative,0
fantastic support team #7708,positive,2
loving this so much #9618,positive,2
would not recommend #9632,negative,0
as expected #7560,neutral,1
as expected #6513,neutral,1
noted for the record #4739,neutral,1
hate this update #46,negative,0
great experience #9355,positive,2
terrible quality #6060,negative,0
would not recommend #1612,negative,0
would not recommend #9935,negative,0
waste of time #9587,negative,0
see you tomorrow #3851,neutral,1
great experience #2178,positive,2
hate this update #3457,negative,0
noted for the record #802,neutral,1
great experience #3275,positive,2
would not recommend #2163,negative,0
so frustrated right now #1536,negative,0
so frustrated right now #6376,negative,0
loving this so much #8062,positive,2
fantastic support team #9918,positive,2
link attached for reference #1239,neutral,1
standard procedure #3692,neutral,1
highly recommend #6425,positive,2
this made my day #2031,positive,2
this made my day #6587,positive,2
as expected #7470,neutral,1
terrible quality #4079,negative,0
would not recommend #409,negative,0
would not recommend #3103,negative,0
see you tomorrow #7445,neutral,1
noted for the record #5052,neutral,1
best day ever #6122,positive,2
totally disappointed with this #9312,negative,0
loving this so much #6109,positive,2
link attached for reference #8272,neutral,1
worst experience ever #6498,negative,0
as expected #8629,neutral,1
hate this update #8534,negative,0
noted for the record #8981,neutral,1
this is awful #7013,negative,0
excellent quality #954,positive,2
would not recommend #5142,negative,0
so frustrated right now #8750,negative,0
would not recommend #8767,negative,0
link attached for reference #1272,neutral,1
totally disappointed with this #9460,negative,0
will follow up later #5189,neutral,1
as expected #4449,neutral,1
best day ever #141,positive,2
loving this so much #1574,positive,2
ok thanks #2894,neutral,1
so frustrated right now #9834,negative,0
see you tomorrow #5958,neutral,1
excellent quality #4670,positive,2
this made my day #7096,positive,2
noted for the record #8857,neutral,1
link attached for reference #3552,neutral,1
as expected #2852,neutral,1
so frustrated right now #3037,negative,0
waste of time #5423,negative,0
as expected #4409,neutral,1
fantastic support team #6047,positive,2
best day ever #9853,positive,2
link attached for reference #4956,neutral,1
great experience #7900,positive,2
this is awful #9500,negative,0
standard procedure #787,neutral,1
see you tomorrow #8835,neutral,1
so frustrated right now #5045,negative,0
this made my day #4752,positive,2
see you tomorrow #887,neutral,1
worst experience ever #5081,negative,0
link attached for reference #8373,neutral,1
excellent quality #7608,positive,2
link attached for reference #7580,neutral,1
hate this update #1052,negative,0
the meeting is at 3pm #3413,neutral,1
so frustrated right now #4320,negative,0
terrible quality #9691,negative,0
this made my day #5460,positive,2
excellent quality #2023,positive,2
waste of time #2350,negative,0
great experience #6277,positive,2
totally disappointed with this #514,negative,0
this is awful #7866,negative,0
best day ever #8817,positive,2
noted for the record #3287,neutral,1
loving this so much #5623,positive,2
great experience #6471,positive,2
will follow up later #9558,neutral,1
link attached for reference #9866,neutral,1
best day ever #3550,positive,2
loving this so much #7828,positive,2
worst experience ever #2024,negative,0
so frustrated right now #7737,negative,0
terrible quality #2286,negative,0
link attached for reference #1107,neutral,1
see you tomorrow #7052,neutral,1
waste of time #5857,negative,0
see you tomorrow #4329,neutral,1
great experience #7044,positive,2
totally disappointed with this #9168,negative,0
see you tomorrow #3846,neutral,1
the meeting is at 3pm #8281,neutral,1
great experience #5185,positive,2
so happy with this #829,positive,2
loving this so much #8846,positive,2
noted for the record #2251,neutral,1
ok thanks #218,neutral,1
terrible quality #8661,negative,0
as expected #5875,neutral,1
would not recommend #4755,negative,0
excellent quality #1819,positive,2
great experience #9189,positive,2
this made my day #6146,positive,2
this is awful #308,negative,0
will follow up later #2848,neutral,1
so frustrated right now #9818,negative,0
terrible quality #8533,negative,0
highly recommend #5550,positive,2
link attached for reference #9,neutral,1
will follow up later #2576,neutral,1
hate this update #7951,negative,0
so frustrated right now #2328,negative,0
noted for the record #4482,neutral,1
ok thanks #673,neutral,1
best day ever #4210,positive,2
great experience #8748,positive,2
worst experience ever #6780,negative,0
excellent quality #7452,positive,2
totally disappointed with this #6712,negative,0
so frustrated right now #8160,negative,0
worst experience ever #2748,negative,0
this made my day #2883,positive,2
so frustrated right now #8321,negative,0
noted for the record #5802,neutral,1
so happy with this #8783,positive,2
highly recommend #9612,positive,2
as expected #1549,neutral,1
ok thanks #8603,neutral,1
ok thanks #6643,neutral,1
so frustrated right now #3307,negative,0
link attached for reference #4134,neutral,1
see you tomorrow #9606,neutral,1
this is awful #9029,negative,0
fantastic support team #8068,positive,2
so frustrated right now #3419,negative,0
see you tomorrow #7792,neutral,1
this made my day #6489,positive,2
would not recommend #7385,negative,0
noted for the record #2987,neutral,1
the meeting is at 3pm #5719,neutral,1
waste of time #47,negative,0
noted for the record #6741,neutral,1
this made my day #6981,positive,2
worst experience ever #1227,negative,0
standard procedure #2953,neutral,1
so happy with this #1524,positive,2
would not recommend #5612,negative,0
ok thanks #5699,neutral,1
standard procedure #1400,neutral,1
waste of time #1280,negative,0
loving this so much #8502,positive,2
totally disappointed with this #5621,negative,0
excellent quality #283,positive,2
hate this update #7334,negative,0
noted for the record #6487,neutral,1
as expected #2043,neutral,1
see you tomorrow #320,neutral,1
ok thanks #6508,neutral,1
waste of time #4315,negative,0
this is awful #4585,negative,0
will follow up later #7650,neutral,1
would not recommend #4099,negative,0
so frustrated right now #2090,negative,0
ok thanks #9057,neutral,1
hate this update #9782,negative,0
would not recommend #5842,negative,0
totally disappointed with this #7580,negative,0
noted for the record #2618,neutral,1
so happy with this #4717,positive,2
this made my day #8372,positive,2
waste of time #7535,negative,0
ok thanks #951,neutral,1
so happy with this #2805,positive,2
worst experience ever #4337,negative,0
ok thanks #7560,neutral,1
noted for the record #111,neutral,1
the meeting is at 3pm #1265,neutral,1
fantastic support team #8518,positive,2
so happy with this #9618,positive,2
ok thanks #9866,neutral,1
the meeting is at 3pm #7808,neutral,1
highly recommend #4380,positive,2
standard procedure #5630,neutral,1
will follow up later #8218,neutral,1
so frustrated right now #7251,negative,0
the meeting is at 3pm #6741,neutral,1
best day ever #3566,positive,2
best day ever #915,positive,2
as expected #5071,neutral,1
best day ever #2685,positive,2
the meeting is at 3pm #5006,neutral,1
as expected #6312,neutral,1
fantastic support team #9922,positive,2
would not recommend #5176,negative,0
so frustrated right now #9821,negative,0
hate this update #2883,negative,0
standard procedure #8816,neutral,1
standard procedure #8693,neutral,1
would not recommend #3476,negative,0
this is awful #6947,negative,0
loving this so much #5433,positive,2
fantastic support team #2052,positive,2
so happy with this #4805,positive,2
waste of time #265,negative,0
highly recommend #7212,positive,2
hate this update #1106,negative,0
waste of time #3736,negative,0
noted for the record #4033,neutral,1
waste of time #8627,negative,0
great experience #3527,positive,2
link attached for reference #505,neutral,1
this is awful #5521,negative,0
so happy with this #7580,positive,2
terrible quality #8896,negative,0
link attached for reference #5122,neutral,1
totally disappointed with this #7030,negative,0
would not recommend #358,negative,0
will follow up later #2383,neutral,1
ok thanks #3767,neutral,1
would not recommend #7803,negative,0
best day ever #4869,positive,2
will follow up later #5057,neutral,1
best day ever #6593,positive,2
highly recommend #2994,positive,2
this is awful #8790,negative,0
standard procedure #9993,neutral,1
great experience #6986,positive,2
best day ever #3460,positive,2
this is awful #998,negative,0
as expected #2299,neutral,1
worst experience ever #9845,negative,0
standard procedure #5804,neutral,1
as expected #2089,neutral,1
terrible quality #8041,negative,0
highly recommend #8121,positive,2
standard procedure #4468,neutral,1
this made my day #1381,positive,2
see you tomorrow #1894,neutral,1
fantastic support team #2354,positive,2
ok thanks #6104,neutral,1
terrible quality #6177,negative,0
great experience #639,positive,2
excellent quality #4323,positive,2
as expected #2923,neutral,1
this is awful #9813,negative,0
best day ever #1187,positive,2
worst experience ever #1397,negative,0
hate this update #4741,negative,0
so frustrated right now #3393,negative,0
standard procedure #2094,neutral,1
fantastic support team #5219,positive,2
great experience #3121,positive,2
so happy with this #5418,positive,2
best day ever #9492,positive,2
great experience #644,positive,2
would not recommend #248,negative,0
terrible quality #1835,negative,0
great experience #4739,positive,2
best day ever #1900,positive,2
highly recommend #9512,positive,2
so happy with this #2742,positive,2
ok thanks #8119,neutral,1
link attached for reference #8230,neutral,1
fantastic support team #7270,positive,2
would not recommend #3224,negative,0
worst experience ever #9706,negative,0
as expected #448,neutral,1
would not recommend #5540,negative,0
so happy with this #2036,positive,2
see you tomorrow #5620,neutral,1
waste of time #4941,negative,0
worst experience ever #9400,negative,0
will follow up later #2446,neutral,1
totally disappointed with this #369,negative,0
loving this so much #1531,positive,2
this made my day #2576,positive,2
terrible quality #1999,negative,0
link attached for reference #6186,neutral,1
this is awful #4817,negative,0
ok thanks #7331,neutral,1
highly recommend #4725,positive,2
the meeting is at 3pm #2375,neutral,1
noted for the record #3460,neutral,1
ok thanks #4674,neutral,1
noted for the record #3709,neutral,1
this made my day #5003,positive,2
so happy with this #8409,positive,2
excellent quality #3133,positive,2
loving this so much #7278,positive,2
see you tomorrow #6266,neutral,1
noted for the record #8366,neutral,1
highly recommend #7809,positive,2
best day ever #5093,positive,2
loving this so much #6478,positive,2
loving this so much #7599,positive,2
terrible quality #5792,negative,0
so frustrated right now #4907,negative,0
this is awful #6745,negative,0
see you tomorrow #713,neutral,1
so happy with this #7950,positive,2
so happy with this #2706,positive,2
totally disappointed with this #572,negative,0
would not recommend #9808,negative,0
hate this update #3929,negative,0
would not recommend #2269,negative,0
loving this so much #4512,positive,2
terrible quality #7555,negative,0
loving this so much #5030,positive,2
as expected #5951,neutral,1
fantastic support team #5218,positive,2
ok thanks #5009,neutral,1
loving this so much #3951,positive,2
noted for the record #395,neutral,1
hate this update #6753,negative,0
the meeting is at 3pm #9301,neutral,1
will follow up later #5489,neutral,1
waste of time #1954,negative,0
totally disappointed with this #5901,negative,0
great experience #1433,positive,2
so frustrated right now #4646,negative,0
waste of time #4063,negative,0
standard procedure #1491,neutral,1
fantastic support team #9596,positive,2
totally disappointed with this #1106,negative,0
waste of time #9986,negative,0
fantastic support team #6518,positive,2
see you tomorrow #5881,neutral,1
the meeting is at 3pm #2152,neutral,1
ok thanks #7161,neutral,1
best day ever #5471,positive,2
fantastic support team #2499,positive,2
link attached for reference #8568,neutral,1
standard procedure #4185,neutral,1
will follow up later #8192,neutral,1
excellent quality #5899,positive,2
totally disappointed with this #400,negative,0
the meeting is at 3pm #449,neutral,1
excellent quality #1060,positive,2
ok thanks #4201,neutral,1
totally disappointed with this #3763,negative,0
would not recommend #7434,negative,0
will follow up later #5486,neutral,1
loving this so much #4300,positive,2
so happy with this #9166,positive,2
excellent quality #706,positive,2
hate this update #1703,negative,0
this is awful #473,negative,0
this made my day #2802,positive,2
best day ever #2550,positive,2
noted for the record #2680,neutral,1
will follow up later #9269,neutral,1
this made my day #7543,positive,2
ok thanks #3095,neutral,1
the meeting is at 3pm #7283,neutral,1
highly recommend #835,positive,2
excellent quality #4016,positive,2
great experience #2404,positive,2
terrible quality #9488,negative,0
so happy with this #7092,positive,2
see you tomorrow #6131,neutral,1
see you tomorrow #2195,neutral,1
will follow up later #5002,neutral,1
standard procedure #7653,neutral,1
highly recommend #1837,positive,2
see you tomorrow #137,neutral,1
fantastic support team #1723,positive,2
terrible quality #8539,negative,0
will follow up later #3163,neutral,1
highly recommend #9865,positive,2
this made my day #1923,positive,2
terrible quality #859,negative,0
ok thanks #7972,neutral,1
best day ever #199,positive,2
great experience #883,positive,2
the meeting is at 3pm #6813,neutral,1
worst experience ever #2339,negative,0
excellent quality #9439,positive,2
worst experience ever #239,negative,0
highly recommend #30,positive,2
ok thanks #1853,neutral,1
ok thanks #4482,neutral,1
highly recommend #6585,positive,2
hate this update #6342,negative,0
hate this update #525,negative,0
standard procedure #424,neutral,1
hate this update #7542,negative,0
worst experience ever #897,negative,0
see you tomorrow #5221,neutral,1
so happy with this #3205,positive,2
waste of time #6997,negative,0
totally disappointed with this #2882,negative,0
terrible quality #8165,negative,0
ok thanks #8682,neutral,1
link attached for reference #2645,neutral,1
would not recommend #1536,negative,0
the meeting is at 3pm #9437,neutral,1
the meeting is at 3pm #4388,neutral,1
would not recommend #7347,negative,0
fantastic support team #1052,positive,2
loving this so much #7350,positive,2
hate this update #9329,negative,0
waste of time #7051,negative,0
the meeting is at 3pm #8794,neutral,1
standard procedure #1430,neutral,1
excellent quality #9278,positive,2
as expected #1385,neutral,1
totally disappointed with this #8841,negative,0
this is awful #6347,negative,0
highly recommend #2257,positive,2
see you tomorrow #1186,neutral,1
see you tomorrow #158,neutral,1
this is awful #9584,negative,0
great experience #8323,positive,2
so happy with this #945,positive,2
noted for the record #9474,neutral,1
noted for the record #8005,neutral,1
great experience #2566,positive,2
best day ever #9011,positive,2
will follow up later #4259,neutral,1
so happy with this #4167,positive,2
standard procedure #6176,neutral,1
link attached for reference #4946,neutral,1
so frustrated right now #4040,negative,0
see you tomorrow #3306,neutral,1
as expected #5819,neutral,1
so frustrated right now #8565,negative,0
noted for the record #5327,neutral,1
great experience #1009,positive,2
would not recommend #1461,negative,0
this made my day #6888,positive,2
ok thanks #3453,neutral,1
highly recommend #9229,positive,2
ok thanks #8874,neutral,1
ok thanks #7814,neutral,1
as expected #2038,neutral,1
great experience #8361,positive,2
highly recommend #7953,positive,2
this made my day #6940,positive,2
highly recommend #3902,positive,2
link attached for reference #2720,neutral,1
excellent quality #573,positive,2
loving this so much #7569,positive,2
best day ever #4375,positive,2
ok thanks #310,neutral,1
link attached for reference #4452,neutral,1
so frustrated right now #9455,negative,0
ok thanks #3262,neutral,1
this is awful #4617,negative,0
link attached for reference #4123,neutral,1
hate this update #446,negative,0
this made my day #9282,positive,2
this is awful #4636,negative,0
standard procedure #5332,neutral,1
noted for the record #8122,neutral,1
would not recommend #7787,negative,0
would not recommend #7168,negative,0
standard procedure #7537,neutral,1
great experience #7235,positive,2
will follow up later #6013,neutral,1
as expected #1416,neutral,1
this made my day #1655,positive,2
link attached for reference #1628,neutral,1
as expected #967,neutral,1
best day ever #1696,positive,2
as expected #3940,neutral,1
standard procedure #3898,neutral,1
hate this update #9891,negative,0
totally disappointed with this #3015,negative,0
would not recommend #1018,negative,0
the meeting is at 3pm #7340,neutral,1
terrible quality #5314,negative,0
highly recommend #207,positive,2
will follow up later #5488,neutral,1
this is awful #449,negative,0
excellent quality #8178,positive,2
will follow up later #877,neutral,1
would not recommend #5338,negative,0
so happy with this #584,positive,2
link attached for reference #9319,neutral,1
noted for the record #6039,neutral,1
waste of time #4693,negative,0
fantastic support team #4982,positive,2
would not recommend #5993,negative,0
ok thanks #5550,neutral,1
best day ever #9754,positive,2
best day ever #3706,positive,2
this made my day #7535,positive,2
excellent quality #1085,positive,2
great experience #5087,positive,2
as expected #222,neutral,1
totally disappointed with this #1646,negative,0
noted for the record #6485,neutral,1
this is awful #5389,negative,0
hate this update #6942,negative,0
great experience #7783,positive,2
great experience #5740,positive,2
so frustrated right now #2963,negative,0
terrible quality #3341,negative,0
excellent quality #6493,positive,2
link attached for reference #7334,neutral,1
fantastic support team #1404,positive,2
standard procedure #8937,neutral,1
best day ever #5619,positive,2
will follow up later #4772,neutral,1
so frustrated right now #3545,negative,0
the meeting is at 3pm #9292,neutral,1
ok thanks #6063,neutral,1
standard procedure #2607,neutral,1
this is awful #5535,negative,0
ok thanks #2874,neutral,1
hate this update #8714,negative,0
standard procedure #781,neutral,1
great experience #6173,positive,2
link attached for reference #4772,neutral,1
waste of time #9126,negative,0
as expected #1974,neutral,1
this made my day #1525,positive,2
totally disappointed with this #2968,negative,0
as expected #1703,neutral,1
excellent quality #5468,positive,2
terrible quality #7193,negative,0
link attached for reference #5826,neutral,1
ok thanks #4410,neutral,1
noted for the record #1919,neutral,1
totally disappointed with this #2706,negative,0
so happy with this #9651,positive,2
ok thanks #5165,neutral,1
so happy with this #4792,positive,2
hate this update #4162,negative,0
fantastic support team #3553,positive,2
fantastic support team #3490,positive,2
worst experience ever #3727,negative,0
excellent quality #5758,positive,2
see you tomorrow #4473,neutral,1
terrible quality #2058,negative,0
totally disappointed with this #4310,negative,0
totally disappointed with this #7197,negative,0
as expected #6779,neutral,1
totally disappointed with this #2452,negative,0
link attached for reference #6440,neutral,1
as expected #1366,neutral,1
waste of time #7095,negative,0
totally disappointed with this #4885,negative,0
highly recommend #3920,positive,2
so happy with this #8668,positive,2
hate this update #2935,negative,0
worst experience ever #3204,negative,0
would not recommend #1680,negative,0
this made my day #8277,positive,2
this is awful #4589,negative,0
excellent quality #4870,positive,2
ok thanks #211,neutral,1
would not recommend #6390,negative,0
standard procedure #7676,neutral,1
totally disappointed with this #5528,negative,0
fantastic support team #1957,positive,2
would not recommend #9779,negative,0
worst experience ever #905,negative,0
totally disappointed with this #942,negative,0
this made my day #3809,positive,2
terrible quality #3179,negative,0
terrible quality #7080,negative,0
so frustrated right now #5226,negative,0
worst experience ever #2806,negative,0
so happy with this #7508,positive,2
so frustrated right now #6072,negative,0
standard procedure #811,neutral,1
the meeting is at 3pm #675,neutral,1
waste of time #2780,negative,0
link attached for reference #178,neutral,1
as expected #6935,neutral,1
highly recommend #67,positive,2
excellent quality #9510,positive,2
worst experience ever #8266,negative,0
ok thanks #5374,neutral,1
loving this so much #7769,positive,2
waste of time #5780,negative,0
as expected #5496,neutral,1
will follow up later #7257,neutral,1
this made my day #4549,positive,2
so happy with this #4792,positive,2
would not recommend #6316,negative,0
so happy with this #2953,positive,2
so frustrated right now #7936,negative,0
waste of time #2069,negative,0
this made my day #9192,positive,2
great experience #9151,positive,2
worst experience ever #7600,negative,0
so frustrated right now #3946,negative,0
best day ever #5555,positive,2
totally disappointed with this #8523,negative,0
best day ever #5910,positive,2
totally disappointed with this #6555,negative,0
best day ever #9693,positive,2
waste of time #5882,negative,0
noted for the record #2771,neutral,1
the meeting is at 3pm #8205,neutral,1
this made my day #8221,positive,2
so frustrated right now #6629,negative,0
terrible quality #4048,negative,0
see you tomorrow #1983,neutral,1
hate this update #8485,negative,0
terrible quality #8435,negative,0
highly recommend #7292,positive,2
highly recommend #730,positive,2
best day ever #6533,positive,2
terrible quality #1197,negative,0
highly recommend #7052,positive,2
best day ever #2444,positive,2
as expected #2634,neutral,1
worst experience ever #3767,negative,0
so frustrated right now #5952,negative,0
loving this so much #7149,positive,2
terrible quality #660,negative,0
totally disappointed with this #6594,negative,0
excellent quality #5440,positive,2
this is awful #8005,negative,0
standard procedure #8877,neutral,1
would not recommend #9358,negative,0
worst experience ever #5664,negative,0
excellent quality #3303,positive,2
hate this update #2890,negative,0
excellent quality #8281,positive,2
link attached for reference #6323,neutral,1
as expected #6967,neutral,1
great experience #5120,positive,2
ok thanks #2851,neutral,1
ok thanks #2219,neutral,1
noted for the record #8564,neutral,1
great experience #4029,positive,2
see you tomorrow #4148,neutral,1
hate this update #2367,negative,0
great experience #8038,positive,2
this is awful #7257,negative,0
this is awful #3744,negative,0
best day ever #3513,positive,2
best day ever #6620,positive,2
fantastic support team #2738,positive,2
the meeting is at 3pm #3246,neutral,1
the meeting is at 3pm #7766,neutral,1
totally disappointed with this #5643,negative,0
see you tomorrow #6889,neutral,1
excellent quality #2570,positive,2
terrible quality #9355,negative,0
see you tomorrow #5111,neutral,1
as expected #5293,neutral,1
loving this so much #350,positive,2
terrible quality #5669,negative,0
so frustrated right now #9025,negative,0
this is awful #6448,negative,0
worst experience ever #9239,negative,0
the meeting is at 3pm #1881,neutral,1
loving this so much #7657,positive,2
waste of time #3405,negative,0
terrible quality #1437,negative,0
the meeting is at 3pm #9699,neutral,1
ok thanks #3177,neutral,1
would not recommend #1784,negative,0
this made my day #4488,positive,2
best day ever #9425,positive,2
fantastic support team #8567,positive,2
will follow up later #5264,neutral,1
excellent quality #5568,positive,2
link attached for reference #613,neutral,1
hate this update #4166,negative,0
hate this update #8575,negative,0
would not recommend #4367,negative,0
see you tomorrow #6527,neutral,1
fantastic support team #2790,positive,2
excellent quality #4595,positive,2
see you tomorrow #2169,neutral,1
so frustrated right now #8655,negative,0
this is awful #9184,negative,0
highly recommend #8045,positive,2
link attached for reference #9988,neutral,1
waste of time #3215,negative,0
great experience #6196,positive,2
this is awful #3586,negative,0
see you tomorrow #6103,neutral,1
worst experience ever #2122,negative,0
see you tomorrow #5922,neutral,1
would not recommend #9433,negative,0
as expected #1281,neutral,1
will follow up later #6852,neutral,1
waste of time #3441,negative,0
standard procedure #1033,neutral,1
hate this update #1506,negative,0
so happy with this #8504,positive,2
the meeting is at 3pm #9580,neutral,1
best day ever #9203,positive,2
so frustrated right now #2551,negative,0
waste of time #2017,negative,0
totally disappointed with this #2493,negative,0
loving this so much #9441,positive,2
standard procedure #3695,neutral,1
standard procedure #8641,neutral,1
hate this update #2143,negative,0
worst experience ever #2460,negative,0
standard procedure #328,neutral,1
fantastic support team #474,positive,2
great experience #247,positive,2
the meeting is at 3pm #5876,neutral,1
would not recommend #6599,negative,0
fantastic support team #420,positive,2
ok thanks #5736,neutral,1
this is awful #9933,negative,0
link attached for reference #5942,neutral,1
would not recommend #800,negative,0
waste of time #5859,negative,0
so happy with this #4350,positive,2
ok thanks #2472,neutral,1
see you tomorrow #8267,neutral,1
noted for the record #691,neutral,1
totally disappointed with this #5554,negative,0
will follow up later #386,neutral,1
noted for the record #5025,neutral,1
fantastic support team #4278,positive,2
best day ever #7497,positive,2
as expected #6384,neutral,1
waste of time #2191,negative,0
great experience #1528,positive,2
so happy with this #5125,positive,2
so happy with this #8607,positive,2
so frustrated right now #4388,negative,0
link attached for reference #6201,neutral,1
excellent quality #5921,positive,2
noted for the record #2117,neutral,1
ok thanks #900,neutral,1
will follow up later #1057,neutral,1
totally disappointed with this #6857,negative,0
see you tomorrow #5681,neutral,1
so happy with this #4419,positive,2
waste of time #4079,negative,0
hate this update #4798,negative,0
fantastic support team #4140,positive,2
noted for the record #2853,neutral,1
see you tomorrow #3268,neutral,1
fantastic support team #4889,positive,2
link attached for reference #3397,neutral,1
waste of time #4823,negative,0
this is awful #1402,negative,0
totally disappointed with this #4969,negative,0
waste of time #2326,negative,0
this is awful #2864,negative,0
great experience #5307,positive,2
terrible quality #9903,negative,0
link attached for reference #701,neutral,1
terrible quality #1719,negative,0
so frustrated right now #2705,negative,0
as expected #1617,neutral,1
would not recommend #5871,negative,0
worst experience ever #7773,negative,0
highly recommend #903,positive,2
link attached for reference #1005,neutral,1
